45.5827398,10.4371386
45.4303283,9.2864245
43.8447788,11.1699127
45.4380612,10.8589285
46.0479259,9.4230428
45.7874338,9.2979168
46.0196764,8.2529988
45.6330609,11.4393507
45.5449504,9.1709477
45.5727043,9.1340415
45.7040534,8.7677388
,
45.852491,9.3904164
45.71194,11.3207295
44.7652658,8.8035967
45.46771,9.2305666
45.1618985,10.4255779
45.5909758,9.2368782
45.8821746,9.3161153
44.9240711,10.2353947
45.4932606,9.2360949
45.602745,9.3050901
45.4458966,9.1285131
45.6636805,9.9555711
45.4631796,9.1711818
46.0559427,9.4087696
46.1710196,12.7089708
45.4109678,9.1227888
45.8134244,9.3102678
40.9519416,14.4927039
,
,
45.6700329,10.1768268
45.7641208,8.7654936
45.4310689,9.2020513
45.8002114,9.4220296
45.6539526,11.6585989
,
45.6226563,9.8554296
45.6228283,9.050382
,
45.5469732,10.3977809
44.4469386,9.0005752
45.3681636,8.9504357
45.4837157,9.214274
45.3026184,10.8137598
45.5352824,8.7367644
45.7049875,11.5127074
45.4733083,9.1823375
45.4155017,9.0869801
45.687776,9.6230636
,
45.6717795,9.2437154
,
45.6468388,10.2659342
45.7156374,9.2089659
,
40.4838955,17.2112094
45.3124092,9.0085057
45.6432097,11.8118412
45.6887464,8.9088976
45.5154603,11.6970926
44.0503935,10.0760446
44.0010989,12.4223064
45.4797059,9.7932651
44.9587698,11.9026899
,
45.4783236,9.1955383
45.3259214,8.8527093
45.6831365,11.4677
44.7351502,10.6166996
,
45.3770062,10.1668223
,
45.3049359,11.5579315
45.4822008,12.1007666
45.8064031,11.7745135
46.7359018,11.6472318
41.2847864,13.1913727
45.4663059,9.1982739
44.7952121,10.6078122
45.8154845,9.3101582
46.0270598,13.2276758
40.7244251,14.6938849
45.4629047,12.211966
45.5662047,9.3606165
45.8144228,12.2165878
,
45.4586628,9.1879205
44.4367354,8.8733625
44.4788379,10.6706644
45.6852941,8.7431403
45.713912,11.4020487
,
45.7376845,8.7432594
45.8048876,9.3270027
45.5824484,9.2733016
45.4280732,9.0691119
45.5625423,9.2865879
,
45.6897386,11.4662437
45.6200056,9.8076873
45.0630218,7.5611849
45.7483861,9.3203405
45.4668958,9.1933427
45.0177608,7.4732586
45.6120441,8.9538916
,
43.9481611,12.7388702
,
45.6552234,11.6557818
46.2515734,12.2989988
45.8664002,12.3385686
45.8671595,11.0270419
46.1917867,13.1991175
44.9231502,8.5854619
45.7183627,11.4167845
45.9639311,12.7071113
45.0633588,7.5594655
45.7183627,11.4167845
45.7661957,11.4562923
45.5638093,10.273997
44.7850971,10.8574767
45.558266,10.1591629
,
40.7383996,14.4685287
43.5508635,11.5873998
45.417987,11.4008946
45.4825964,9.0235704
46.0078273,11.3184259
43.544927,10.6139186
,
45.7516803,9.1178845
45.703604,12.218132
,
45.509274,9.1683392
,
45.7229852,8.8379522
42.7243166,13.9123646
44.4927548,11.2337325
44.635019,11.3560822
46.132356,8.2890308
44.4379357,11.6172211
44.5674181,11.2728885
45.2423303,7.6047648
45.5448591,9.1270647
,
,
45.1540051,9.7045078
,
45.6557651,9.2730048
45.9843255,12.6177903
46.0097854,11.3238868
46.2311282,13.0840246
44.6975842,11.3472813
45.7652676,9.2930932
,
45.5808795,9.3096581
45.7684952,9.3377832
44.7265105,10.9115923
41.4579657,12.8872271
,
,
45.2221394,11.6865744
45.7986471,13.2182118
,
44.5710054,11.1223743
45.7264374,9.0195043
45.6067018,9.8903195
45.8531287,9.2620106
45.6850633,11.4040423
45.3584698,9.3100026
44.5409597,11.2670503
45.987624,8.3579359
45.763973,8.7681482
,
45.7855872,9.4311747
,
45.7953573,8.8749956
44.0630674,10.0373892
46.0500923,9.4187563
45.3598667,8.8113739
45.6492332,10.1962828
37.44833,15.0587899
,
,
43.8450829,11.1803702
45.6977641,11.4902869
45.573991,12.1000994
45.7621733,11.4650759
43.5248239,11.9066895
45.7874338,9.2979168
44.8476352,9.6665313
45.3050451,11.5582655
43.7824045,11.2813251
44.8789263,10.3503321
45.7911039,11.8356259
,
,
45.6331745,9.0096804
45.634587,9.0246421
45.713301,11.4090478
42.7040846,13.8431125
45.4975875,9.167681
45.4814074,9.3958711
45.4406144,9.6428251
45.8619091,8.6337257
,
,
,
45.7510477,9.3114057
,
,
,
,
,
45.4895132,12.1759534
40.1499362,18.2869491
45.4185457,10.3900557
,
,
,
,
45.6842325,8.2374135
45.4612186,9.2301212
45.7996998,9.3298791
45.147646,9.9289903
45.5868322,11.5043247
,
45.8470966,9.3595203
45.7164629,10.0202937
45.1769217,9.2240969
45.6891616,9.6689973
45.6674674,8.7024243
44.7238323,10.0889557
45.606808,9.1812913
44.8354875,10.7819194
,
,
45.7075595,11.5091344
45.3402794,9.0140864
,
44.8469217,10.5850139
45.5538172,9.3866228
46.0046184,13.3290512
45.6986553,11.4279368
45.6307338,9.2244628
45.4302348,10.8460492
43.4095472,11.8002527
42.9637249,13.8739134
45.7229512,11.388286
,
,
,
45.0421661,9.7068616
45.5409487,11.6728332
45.392073,9.2572804
45.4965335,9.1691762
45.6993404,8.619181
45.6861684,11.478236
45.4896374,11.4071273
45.5660478,12.1232975
43.9121481,12.6299907
46.1384773,12.6580783
45.9621796,12.6001684
44.1584094,12.2119669
45.465823,9.0567032
45.4167631,11.0920908
,
45.4893419,9.5469589
45.6509225,9.4571716
,
45.5320632,9.1043526
,
44.6513095,10.8961538
45.4852181,9.6505721
45.5964446,8.9159752
45.7684952,9.3377832
,
,
46.2267664,12.2872891
40.6163383,15.0483043
45.5608752,10.2070445
45.5123532,9.2097887
42.10214,12.1582142
45.6108726,11.5627521
,
45.6306333,9.1589269
45.3182621,9.4560442
45.5976541,9.8245653
45.716059,12.7016758
45.5820563,10.1183753
45.5914218,9.8808805
43.2469302,13.2302571
40.4515814,17.2621103
42.7484138,13.9541107
45.4681325,9.1699657
45.4756037,9.1952106
45.5564902,9.1773586
45.5134379,11.3622073
,
45.6943548,8.8050953
,
45.92019,9.3205046
44.5602062,10.9710916
45.715623,10.4120498
43.6166847,13.5136279
45.4743859,12.224561
45.5975394,10.2184923
45.6514496,10.2365566
46.041316,10.7267452
44.8326237,11.2481231
,
39.3618412,16.0386846
,
,
44.6695283,10.5034797
,
45.5535896,11.9299792
45.469897,10.8503639
45.489344,9.6990275
46.0573633,13.2434137
,
40.9589216,14.4543918
45.4738067,10.1287701
45.4540798,9.1431889
,
45.8059116,9.2505487
,
44.5156198,11.0459142
,
43.4247553,11.7753154
,
,
44.4734038,8.8885074
45.7377521,9.1266466
43.8494962,10.255146
,
44.0382139,10.0415612
45.6465521,10.4623564
45.4700717,8.8731492
45.6972022,9.6644242
45.4674881,12.1029109
45.5563973,10.136447
,
44.5955159,10.6992727
45.4927793,10.2062387
45.6241752,10.4940373
45.5992047,11.3883773
44.3859701,11.6293485
45.7184161,9.5464291
45.3800068,11.3888015
45.9570286,8.4240098
46.0839266,13.3685594
,
43.9978393,12.4222046
40.7396736,14.6716184
45.4930223,9.1642056
,
40.9746509,14.2930905
45.5678774,9.5135304
44.8786149,8.8531175
43.2881711,13.6823988
43.8030198,11.2386248
36.914579,15.1281629
,
45.4067041,11.8175103
44.5171353,11.2637366
42.87113,12.7391489
44.7759268,7.7157973
45.5827722,12.1807834
45.4834805,9.1828389
,
45.4760471,8.682556
,
45.4459293,10.9003201
42.9742193,13.3599559
,
43.7544315,11.1756672
45.5858067,9.1443869
45.4810219,9.2132782
45.5309347,10.2345949
46.2769035,13.0762248
44.653696,10.8583219
,
45.4571631,10.4817273
,
45.5802275,8.9565939
45.4825567,9.1993842
44.6209809,11.4132831
44.7017567,11.2305192
45.5184932,10.1045652
,
45.0966813,7.5590892
45.5243602,9.2284732
45.4275042,10.7613122
45.6576636,10.2627524
,
43.6865645,10.583203
45.1178099,10.7952242
45.5045193,8.8503713
45.6437098,9.3676813
,
,
45.5944995,9.6033615
44.7656668,11.1531168
45.0720455,7.6345127
45.6861969,9.7471078
45.6686477,7.6918867
,
45.55418,10.2193659
45.6586988,9.6293719
45.5294846,9.0590249
,
